trainingDir=/home/eamybut/mnist/trainingData
testDir=/home/eamybut/mnist/testData
=====
Training
=====
filename,numeral,label
0_51061.png,0,0
7_55147.png,7,1
8_8607.png,8,2
1_15082.png,1,3
4_22402.png,4,4
4_14592.png,4,5
0_9865.png,0,6
9_41763.png,9,3
1_4504.png,1,3
6_6638.png,6,7
1_54310.png,1,3
9_9893.png,9,8
6_25165.png,6,9
4_55658.png,4,10
1_32597.png,1,3
2_48334.png,2,11
4_58684.png,4,12
4_19531.png,4,13
9_13326.png,9,14
0_39856.png,0,15
9_55702.png,9,16
7_11426.png,7,17
1_58570.png,1,3
8_51513.png,8,2
2_57632.png,2,18
4_15426.png,4,5
7_14313.png,7,1
9_10875.png,9,8
1_52360.png,1,3
7_12757.png,7,19
8_46649.png,8,20
9_21639.png,9,12
3_4755.png,3,21
3_12151.png,3,22
1_53177.png,1,3
0_51685.png,0,0
1_23342.png,1,3
5_55875.png,5,23
3_20201.png,3,24
6_57029.png,6,7
9_11617.png,9,3
1_58727.png,1,3
7_24816.png,7,1
6_5586.png,6,25
3_57771.png,3,26
9_31041.png,9,8
9_17689.png,9,27
1_5862.png,1,3
7_34939.png,7,1
6_21241.png,6,9
7_41615.png,7,1
8_58951.png,8,28
3_13026.png,3,29
5_28720.png,5,30
8_13440.png,8,31
0_48719.png,0,32
0_8323.png,0,6
1_45693.png,1,3
9_50747.png,9,17
4_12058.png,4,5
2_52971.png,2,33
3_1158.png,3,34
0_57390.png,0,35
3_53493.png,3,36
8_14993.png,8,2
7_22995.png,7,1
2_49975.png,2,3
1_33613.png,1,3
0_18936.png,0,15
2_30120.png,2,37
5_5526.png,5,3
4_8174.png,4,38
0_7305.png,0,39
1_56851.png,1,3
3_8427.png,3,40
8_17705.png,8,2
3_43991.png,3,26
1_54182.png,1,3
2_13486.png,2,41
9_46742.png,9,5
9_4244.png,9,5
3_53560.png,3,42
6_44444.png,6,43
9_15970.png,9,3
3_20080.png,3,29
9_23062.png,9,5
6_48362.png,6,3
2_54338.png,2,44
2_3054.png,2,45
3_6415.png,3,46
5_39748.png,5,47
5_51176.png,5,48
3_5852.png,3,49
7_23686.png,7,38
4_29631.png,4,12
2_19336.png,2,50
9_42426.png,9,17
5_28259.png,5,51
8_19603.png,8,28
0_16961.png,0,52
3_11467.png,3,26
9_56018.png,9,53
3_10093.png,3,42
8_16073.png,8,54
1_55415.png,1,3
4_4636.png,4,55
8_41831.png,8,3
7_11204.png,7,56
2_41489.png,2,57
7_13767.png,7,1
3_279.png,3,26
8_42778.png,8,3
6_38302.png,6,3
7_19740.png,7,12
2_20874.png,2,58
0_26408.png,0,59
6_9860.png,6,60
8_28003.png,8,2
2_10081.png,2,61
4_32787.png,4,3
7_18597.png,7,62
8_57447.png,8,63
2_40863.png,2,64
9_40136.png,9,65
2_16089.png,2,61
6_56481.png,6,43
8_14987.png,8,28
3_15377.png,3,26
2_32918.png,2,66
4_11209.png,4,67
8_26936.png,8,68
9_10780.png,9,5
3_31759.png,3,69
9_43959.png,9,12
1_42288.png,1,3
5_11456.png,5,23
7_4680.png,7,8
8_6457.png,8,70
9_30698.png,9,52
7_13834.png,7,71
7_23798.png,7,1
4_44232.png,4,5
4_13132.png,4,5
3_29232.png,3,72
6_36893.png,6,7
1_17815.png,1,3
3_35162.png,3,73
1_12510.png,1,3
5_4590.png,5,74
4_38363.png,4,8
9_49640.png,9,53
8_57611.png,8,70
7_58214.png,7,1
5_24021.png,5,75
2_42019.png,2,76
1_13296.png,1,3
8_50238.png,8,2
3_40789.png,3,69
0_41191.png,0,6
3_9168.png,3,77
7_624.png,7,1
3_27419.png,3,78
5_15800.png,5,51
0_48791.png,0,15
9_2595.png,9,55
3_6855.png,3,47
3_59500.png,3,26
