trainingDir=/home/eamybut/mnist/trainingData
testDir=/home/eamybut/mnist/testData
=====
Training
=====
filename,numeral,label
0_51061.png,0,"2_10"
7_55147.png,7,"2_9"
8_8607.png,8,"2_9"
1_15082.png,1,"27_7"
4_22402.png,4,"2_9"
4_14592.png,4,"13_12"
0_9865.png,0,"1_10"
9_41763.png,9,"22_24"
1_4504.png,1,"27_7"
6_6638.png,6,"13_12"
1_54310.png,1,"27_7"
9_9893.png,9,"3_9"
6_25165.png,6,"13_12"
4_55658.png,4,"4_9"
1_32597.png,1,"27_7"
2_48334.png,2,"27_7"
4_58684.png,4,"22_24"
4_19531.png,4,"3_9"
9_13326.png,9,"16_12"
0_39856.png,0,"0_10"
9_55702.png,9,"3_10"
7_11426.png,7,"3_9"
1_58570.png,1,"27_7"
8_51513.png,8,"3_9"
2_57632.png,2,"1_10"
4_15426.png,4,"22_24"
7_14313.png,7,"4_9"
9_10875.png,9,"3_9"
1_52360.png,1,"15_27"
7_12757.png,7,"17_14"
8_46649.png,8,"3_9"
9_21639.png,9,"5_8"
3_4755.png,3,"13_12"
3_12151.png,3,"27_7"
1_53177.png,1,"15_27"
0_51685.png,0,"1_10"
1_23342.png,1,"15_27"
5_55875.png,5,"1_10"
3_20201.png,3,"14_27"
6_57029.png,6,"13_11"
9_11617.png,9,"15_28"
1_58727.png,1,"17_27"
7_24816.png,7,"5_8"
6_5586.png,6,"13_11"
3_57771.png,3,"14_26"
9_31041.png,9,"22_24"
9_17689.png,9,"5_8"
1_5862.png,1,"27_6"
7_34939.png,7,"5_8"
6_21241.png,6,"12_12"
7_41615.png,7,"5_8"
8_58951.png,8,"15_27"
3_13026.png,3,"26_31"
5_28720.png,5,"1_10"
8_13440.png,8,"16_27"
0_48719.png,0,"1_10"
0_8323.png,0,"1_10"
1_45693.png,1,"27_6"
9_50747.png,9,"4_9"
4_12058.png,4,"22_24"
2_52971.png,2,"5_9"
3_1158.png,3,"22_24"
0_57390.png,0,"0_11"
3_53493.png,3,"22_24"
8_14993.png,8,"4_8"
7_22995.png,7,"5_8"
2_49975.png,2,"26_6"
1_33613.png,1,"18_27"
0_18936.png,0,"0_11"
2_30120.png,2,"12_27"
5_5526.png,5,"19_18"
4_8174.png,4,"24_24"
